"NYC_extract.DBA","NYC_extract.TripAdvisor.URL","NYC_extract.INSPECTION.DATE","NYC_extract.VIOLATION.DESCRIPTION","NYC_extract.SCORE","NYC_extract.GRADE","NYC_initial.Latitude","NYC_initial.Longitude","NYC_list_URL_final$NYC_extract.DBA"
"128921","SALUGGI'S","https://www.tripadvisor.com/Restaurant_Review-g60763-d11956262-Reviews-Saluggi_s-New_York_City_New_York.html","06/15/2016","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",28,"",40.720196408998,-74.00377711121,"SALUGGI'S"
"129004","COTTA","https://www.tripadvisor.com/Restaurant_Review-g60763-d479241-Reviews-The_Cottage-New_York_City_New_York.html","05/19/2018","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",22,"",40.785600882202,-73.972804703637,"COTTA"
"129033","CAFETAL SOCIAL CLUB/CHACHIS","https://www.tripadvisor.com/Restaurant_Review-g60763-d3831096-Reviews-Cafetal_Social_Club-New_York_City_New_York.html","12/06/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12,"A",40.72415703468,-73.99442599334,"CAFETAL SOCIAL CLUB/CHACHIS"
"129298","CIPRIANI DOLCI","https://www.tripadvisor.com/Restaurant_Review-g60763-d425398-Reviews-Cipriani_Dolci-New_York_City_New_York.html","04/05/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12,"A",40.752513822619,-73.977304639681,"CIPRIANI DOLCI"
"129430","OSTERIA AL DODGE","https://www.tripadvisor.com/Restaurant_Review-g60763-d424493-Reviews-Osteria_al_Doge-New_York_City_New_York.html","08/15/2016","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",29,"",40.756626652393,-73.984367096463,"OSTERIA AL DODGE"
"129519","ORA DI PASTA","https://www.tripadvisor.com/Restaurant_Review-g60763-d8144717-Reviews-Ora_Di_Pasta-New_York_City_New_York.html","08/03/2016","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10,"A",40.764085135107,-73.974488536197,"ORA DI PASTA"
"129544","CANALETTO RISTORANTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d423839-Reviews-Canaletto-New_York_City_New_York.html","01/09/2019","Evidence of mice or live mice present in facility's food and/or non-food areas.",12,"A",40.761969372556,-73.965670540959,"CANALETTO RISTORANTE"
"129557","NUMERO 28","https://www.tripadvisor.com/Restaurant_Review-g60763-d1072874-Reviews-Numero_28_Pizzeria-New_York_City_New_York.html","01/30/2020","Live roaches present in facility's food and/or non-food areas.",48,"C",40.769530136088,-73.954745655155,"NUMERO 28"
"129581","Z BEST PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60827-d3513617-Reviews-Best_Pizza-Brooklyn_New_York.html","08/12/2019","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",93,"",40.763280959525,-73.996534497232,"Z BEST PIZZA"
"129690","MANGANARO'S HERO BOY","https://www.tripadvisor.com/Restaurant_Review-g60763-d481024-Reviews-Manganaro_s_Hero_Boy-New_York_City_New_York.html","08/22/2017","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",13,"A",40.755642223747,-73.994647136483,"MANGANARO'S HERO BOY"
"129824","LEX RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d1984162-Reviews-Lex_Restaurant-New_York_City_New_York.html","04/21/2018","Hot food item not held at or above 140Âº F.",16,"",40.782366856158,-73.953498345296,"LEX RESTAURANT"
"129851","CASA LEVER","https://www.tripadvisor.com/Restaurant_Review-g60763-d2647568-Reviews-Casa_Lever-New_York_City_New_York.html","09/27/2019","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",31,"",40.759413063897,-73.972360616364,"CASA LEVER"
"129947","TIRAMISU RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d457944-Reviews-Fresco_by_Scotto-New_York_City_New_York.html","12/19/2019","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10,"A",40.775102745133,-73.956702378113,"TIRAMISU RESTAURANT"
"129998","FRESCO","https://www.tripadvisor.com/Restaurant_Review-g60763-d457944-Reviews-Fresco_by_Scotto-New_York_City_New_York.html","04/07/2017","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",8,"",40.758946911086,-73.974324467264,"FRESCO"
"130023","TAVOLINO","https://www.tripadvisor.com/Restaurant_Review-g60763-d20516483-Reviews-Tavolino-New_York_City_New_York.html","05/23/2018","Evidence of rats or live rats present in facility's food and/or non-food areas.",46,"",40.755697117079,-73.994607427707,"TAVOLINO"
"130031","LA NONNA","https://www.tripadvisor.com/Restaurant_Review-g60763-d3220489-Reviews-La_Nonna_Restaurant-New_York_City_New_York.html","04/08/2019","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",35,"",40.718453521328,-73.997734514258,"LA NONNA"
"130161","TABLESIDE ITALIAN COOK SHOPPE","https://www.tripadvisor.com/Restaurant_Review-g60763-d12394564-Reviews-Tableside_Italian_Cook_Shoppe-New_York_City_New_York.html","09/15/2017","Hot food item not held at or above 140Âº F.",23,"",40.726936929705,-73.987429998399,"TABLESIDE ITALIAN COOK SHOPPE"
"130165","IL POSTO ACCANTO","https://www.tripadvisor.com/Restaurant_Review-g60763-d2199591-Reviews-Il_Posto_Accanto-New_York_City_New_York.html","04/25/2018","Food contact surface not properly maintained.",5,"",40.72235826378,-73.984230858836,"IL POSTO ACCANTO"
"130209","TRE","https://www.tripadvisor.com/Restaurant_Review-g60763-d808894-Reviews-Tree_Bistro-New_York_City_New_York.html","12/20/2016","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",5,"A",40.721779521132,-73.987503127727,"TRE"
"130214","LA BELLA VITA","https://www.tripadvisor.com/Restaurant_Review-g60763-d3544467-Reviews-La_Bella_Vita-New_York_City_New_York.html","08/01/2018","Evidence of mice or live mice present in facility's food and/or non-food areas.",27,"",40.719746293725,-73.99714283496,"LA BELLA VITA"
"130226","RISTORANTE LUNA","https://www.tripadvisor.com/Restaurant_Review-g60763-d1318683-Reviews-Luna_Piena_Ristorante-New_York_City_New_York.html","02/12/2020","Evidence of rats or live rats present in facility's food and/or non-food areas.",9,"A",40.717676760803,-73.998235972027,"RISTORANTE LUNA"
"130237","QUARTINO BOTTEGA ORGANICA","https://www.tripadvisor.com/Restaurant_Review-g60763-d1023214-Reviews-Quartino_Bottega_Organica-New_York_City_New_York.html","09/12/2018","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",21,"",40.725400325567,-73.992834832006,"QUARTINO BOTTEGA ORGANICA"
"130279","MANI IN PASTA","https://www.tripadvisor.com/Restaurant_Review-g60763-d12945910-Reviews-Mani_in_Pasta-New_York_City_New_York.html","11/25/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11,"A",40.74987421089,-73.982098519541,"MANI IN PASTA"
"130434","LA MASSERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d546786-Reviews-La_Masseria-New_York_City_New_York.html","01/02/2019","Hot food item not held at or above 140Âº F.",12,"A",40.760469484393,-73.985665699545,"LA MASSERIA"
"130457","FIRENZE RISTORANTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d3737291-Reviews-Firenze_Ristorante-New_York_City_New_York.html","05/02/2018","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",12,"A",40.774459518801,-73.954244042337,"FIRENZE RISTORANTE"
"130481","PIETROS","https://www.tripadvisor.com/Restaurant_Review-g60763-d521117-Reviews-Pietro_s-New_York_City_New_York.html","07/24/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",7,"A",40.751069173359,-73.973114812431,"PIETROS"
"130535","ARMONIE","https://www.tripadvisor.com/Restaurant_Review-g60763-d5210361-Reviews-Armonie-New_York_City_New_York.html","11/04/2019","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",12,"A",40.799665009978,-73.942950360672,"ARMONIE"
"130548","CENTRAL MARKET NEW YORK","https://www.tripadvisor.com/Attraction_Review-g60763-d5124083-Reviews-Grand_Central_Market-New_York_City_New_York.html","05/14/2018","Evidence of mice or live mice present in facility's food and/or non-food areas.",37,"",40.752944878702,-73.977965000844,"CENTRAL MARKET NEW YORK"
"130650","PICCOLA CUCINA","https://www.tripadvisor.com/Restaurant_Review-g60763-d1731141-Reviews-Piccola_Cucina-New_York_City_New_York.html","02/08/2017","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",12,"A",40.725123284613,-74.00315323801,"PICCOLA CUCINA"
"130733","ANTICA RISTORANTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d6912446-Reviews-Antica_Ristorante-New_York_City_New_York.html","07/06/2018","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",24,"B",40.704018105174,-74.012637796938,"ANTICA RISTORANTE"
"130792","HARRY'S ITALIAN","https://www.tripadvisor.com/Restaurant_Review-g60763-d1878436-Reviews-Harry_s_Italian_Pizza_Bar-New_York_City_New_York.html","10/25/2017","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",9,"A",40.707287588593,-74.007336342619,"HARRY'S ITALIAN"
"130897","SERAFINA TRIBECA","https://www.tripadvisor.com/Restaurant_Review-g60763-d423968-Reviews-Serafina_Fabulous_Pizza_79th-New_York_City_New_York.html","08/29/2019","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",4,"A",40.715837467138,-74.008466378256,"SERAFINA TRIBECA"
"130903","SERAFINA BROADWAY","https://www.tripadvisor.com/Restaurant_Review-g60763-d1006704-Reviews-Serafina_Broadway-New_York_City_New_York.html","07/26/2019","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",51,"",40.764484493518,-73.981650551837,"SERAFINA BROADWAY"
"130958","BOCCA DI BACCO","https://www.tripadvisor.com/Restaurant_Review-g60763-d968445-Reviews-Bocca_di_Bacco-New_York_City_New_York.html","04/30/2018","Live roaches present in facility's food and/or non-food areas.",16,"B",40.74448760634,-74.002796879278,"BOCCA DI BACCO"
"131001","GIARDINO D'ORO","https://www.tripadvisor.com/Restaurant_Review-g60763-d2272739-Reviews-Giardino_D_oro-New_York_City_New_York.html","04/23/2018","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",14,"",40.707416601024,-74.007206509848,"GIARDINO D'ORO"
"131054","ANTONUCCI","https://www.tripadvisor.com/Restaurant_Review-g60763-d1308338-Reviews-Antonucci-New_York_City_New_York.html","01/24/2017","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",13,"A",40.775904359811,-73.957091798192,"ANTONUCCI"
"131119","OLIO E PIU","https://www.tripadvisor.com/Restaurant_Review-g60763-d1878682-Reviews-Olio_e_Piu-New_York_City_New_York.html","02/13/2017","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",8,"A",40.733931279931,-73.999635561442,"OLIO E PIU"
"131136","UMBERTO'S CLAM HOUSE","https://www.tripadvisor.com/Restaurant_Review-g60763-d477302-Reviews-Umberto_s_Clam_House-New_York_City_New_York.html","04/12/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",20,"",40.718384902908,-73.997774198634,"UMBERTO'S CLAM HOUSE"
"131304","MIMMO","https://www.tripadvisor.com/Restaurant_Review-g60763-d13285712-Reviews-Mimmo-New_York_City_New_York.html","03/12/2020","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",13,"A",40.777637040569,-73.945857850239,"MIMMO"
"131515","ANGELO OF MULBERRY ST.","https://www.tripadvisor.com/RestaurantsNear-g60763-d479379-Angelo_s_of_Mulberry_Street-New_York_City_New_York.html","01/02/2018","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",37,"",40.718859742332,-73.997510836423,"ANGELO OF MULBERRY ST."
